Gene Symbol;CMVnull_1;CMVnull_2;CMVnull_3;CMVnull_4;CMVnull_5;GATA6_1;GATA6_2;GATA6_3;GATA6_4;GATA6_5;GATA6_6;GATA6_7
MIR4480 ;4.491911;4.37932;4.427325;4.835709;4.828326;4.174278;4.274895;4.39641;4.287325;4.276537;4.660334;4.578539
KIAA0020 ;7.938124;7.728994;7.915967;8.121075;7.887667;7.795383;7.469885;7.874545;7.541315;7.532697;7.95129;7.742787
RNA5SP520 ;5.125476;5.054558;5.071771;5.024567;5.087733;5.147648;5.089325;4.336505;5.016226;4.498888;4.931762;4.392007
DLGAP1-AS1 ;6.665821;6.57625;6.670117;6.767081;6.324833;6.496168;6.571818;6.339056;6.313164;6.255071;6.669157;6.081137
BBS2 ;8.385541;8.321459;8.387911;8.267038;8.149706;8.182897;8.200443;8.070482;8.028188;8.004589;8.366321;7.883709
DNAJC10 ;10.81597;10.85544;10.86896;10.8569;10.7739;10.65875;10.57572;10.61856;10.56767;10.60536;10.79304;10.55757
CALD1 ;7.863356;7.735674;7.874879;7.790796;7.754171;7.632332;7.416717;7.7592;7.526147;7.501045;7.87202;7.56989
SLC25A52 ;5.500971;5.106049;5.401352;4.791469;5.251562;5.134166;4.857455;5.065442;4.946405;4.951816;5.359859;4.76551
RAB4A ;8.062075;8.089107;7.765454;8.140576;7.850513;7.702762;7.72394;8.080595;7.426082;7.697485;7.86166;7.459018
OTTHUMG00000158357  // RP11-889D3.1 ;4.681967;4.876669;4.835224;4.694081;4.648236;4.336115;4.252109;4.340589;4.46758;4.725474;4.591497;4.61587
OTTHUMG00000178053  // RP11-849I19.1 ;5.025788;5.019373;4.951329;4.763857;5.110592;4.438611;4.793929;4.58083;4.878364;4.401418;4.92606;5.028298
NDN ;6.707686;6.586684;6.570839;6.811136;6.501313;6.441548;6.30516;6.539009;6.310287;6.217956;6.478333;6.30814
RPL29P2 ;8.247064;7.863561;8.13207;7.934561;7.978407;7.99864;7.656346;7.190451;7.9122;7.836079;7.963108;7.79348
GRAMD3 ;7.945367;7.549501;7.676193;7.742475;7.768561;7.59556;7.532392;7.531088;7.406499;7.39647;7.680391;7.384621
OTTHUMG00000183874  // RP11-118F19.1 ;5.963798;6.151655;5.733353;5.97999;5.761228;5.892541;5.534056;5.67639;5.667672;5.514046;5.862803;5.586832
LINC00629 ;4.987538;4.872878;5.297877;4.97532;4.760406;4.772648;4.258538;4.49475;4.950075;4.797361;4.778325;4.677008
OTTHUMG00000020434  // RP11-308N19.3 ;4.896784;5.375393;4.970403;4.759937;5.075442;4.888333;4.816332;4.439907;4.638626;4.916174;4.984615;4.69641
GLYR1 ;9.125759;9.156221;9.115911;9.073133;9.013126;8.839513;8.760861;9.267202;8.714025;8.808226;9.096109;8.567382
SPTLC3 ;7.046884;6.902315;6.786476;6.83817;6.837952;6.791018;6.517887;6.871474;6.553924;6.497062;6.827291;6.441859
OSTCP1 ;4.344139;4.301777;4.199045;4.836466;4.586239;3.979709;4.266145;4.468167;3.820198;4.204185;4.299718;4.090984
HDHD2 ;7.959291;7.973228;7.918764;7.970715;8.038295;7.819001;7.790364;7.791363;7.539413;7.739117;7.897414;7.611463
SRP14 ;7.748435;7.72399;7.703287;7.839377;7.644978;7.529159;7.477334;7.543716;7.466826;7.531836;7.72399;7.427901
SYT2 ;5.616331;5.613585;5.722249;5.568658;5.799752;5.266947;5.440246;5.291024;5.630872;5.253446;5.676451;5.568102
MIR3190 ;5.592167;5.301503;4.638327;4.881474;4.940658;4.697992;4.977443;4.720881;4.82945;4.196543;4.300293;4.17883
TPM2 ;8.596253;8.668968;8.65227;8.692331;8.695392;8.544679;8.352577;8.409721;8.305618;8.325929;8.512634;8.428044
XPNPEP3 ;7.03199;7.061837;7.080432;6.972882;6.9455;6.80107;6.770233;6.856795;6.685944;6.778802;6.966046;6.758604
SNORD104 ;7.953241;7.749428;7.569492;7.641809;7.846836;7.805827;7.75959;6.356482;7.535597;7.62554;7.806607;7.448004
TM4SF1 ;10.50057;10.63468;10.7828;10.752;10.4527;10.46587;10.40458;10.52354;10.40267;10.31697;10.762;10.23635
OTTHUMG00000078325  // AP000233.4 ;5.210266;5.16466;5.053541;4.997104;5.356074;4.81003;5.074723;4.838996;4.751541;4.935541;5.01303;4.845417
EMC4 ;9.531839;9.498194;9.756728;9.641868;9.436239;9.349335;9.327177;9.5086;9.218833;9.334826;9.582307;9.197458
KRT82 ;5.028539;5.024044;5.075132;4.916656;4.958087;4.355924;4.362484;4.985897;4.938076;4.779907;4.945772;4.844928
NTMT1 ;6.199278;6.2489;6.144222;6.123607;5.889471;5.901856;6.098794;5.467669;6.08786;5.915599;6.331824;5.799879
MTDH ;10.10166;10.06468;10.10678;10.07342;9.975807;9.798513;9.770267;9.998302;9.713291;9.766805;9.949133;9.765433
PEA15 ;11.50182;11.69527;11.57745;11.5597;11.52728;11.30872;11.34758;11.49408;11.3043;11.30359;11.5711;11.22756
SLC35A3 ;7.644495;7.574023;7.703845;7.769026;7.571128;7.29259;7.377791;7.690158;7.397703;7.331033;7.805849;7.45195
DAP3 ;7.795924;7.688519;7.87786;7.859349;7.716018;7.546894;7.466848;7.748526;7.402499;7.57921;7.831135;7.539831
IGLV5-48 ;5.272267;5.865873;5.509124;5.349314;5.601606;5.365499;5.362285;4.844501;5.437958;5.139086;5.567883;5.317761
IDH3B ;7.498868;7.443684;7.46407;7.425934;7.466058;7.343568;7.275576;7.073684;7.136217;7.265062;7.721673;7.407714
LYRM7 ;6.554048;6.657324;6.149982;6.326178;6.2394;6.298369;5.90695;6.219852;5.749529;6.203039;6.107609;5.949401
VCX2 ;6.334211;6.259468;6.102873;5.966951;6.286114;5.916518;5.578204;6.151281;6.11336;6.029726;6.346009;5.868899
NUP155 ;8.583956;8.683045;8.727012;8.566148;8.476237;8.462651;8.40663;8.491972;8.286139;8.349863;8.64407;8.195994
OTTHUMG00000177876  // CTC-524C5.5 ;4.621986;4.530987;5.086393;4.996816;4.884503;4.778826;3.994075;4.59138;5.110472;4.426613;4.855907;4.174461
HACL1 ;7.24366;7.166739;7.181847;7.319263;7.1841;7.072534;7.053887;7.004236;6.918088;7.043899;7.284003;6.846496
USP45 ;6.980884;6.645412;6.839703;7.022871;6.523562;6.685371;6.612228;6.680304;6.329414;6.481988;6.693811;6.270083
MMP3 ;5.163474;5.738282;5.366302;5.771188;5.290675;5.252345;5.204803;5.432886;4.901897;5.151033;5.219458;4.860306
PMAIP1 ;7.410822;7.155718;7.431159;7.359473;7.137888;7.077481;7.132505;7.261758;6.851016;7.081913;7.483815;7.015381
C4orf32 ;7.161327;7.076432;6.95611;7.230499;7.127394;6.960107;6.893486;6.837436;6.823565;6.933465;7.026175;6.632913
ASB1 ;7.147652;7.352338;7.241774;7.266644;7.233322;6.877984;7.14573;6.897541;7.212096;6.983605;7.203142;6.803339
NOP56 ;6.572071;6.768765;6.829299;6.860604;6.616605;6.603666;6.638803;6.475883;6.59294;6.378622;6.886241;6.300363
LARS2-AS1 ;4.523345;5.026382;4.291698;4.419889;4.64785;4.255837;4.149854;4.456685;4.264713;4.295125;4.288158;4.078407
PHB ;6.20373;6.388567;6.32318;6.370037;6.263828;6.042159;5.925148;5.97265;6.276578;6.295454;6.379775;5.864957
RASA1 ;8.807105;8.582072;8.569698;8.613042;8.545589;8.454192;8.504193;8.311458;8.330502;8.410196;8.763472;8.403504
FAM45B ;5.081402;5.201766;5.211429;5.197447;5.215;4.980035;5.049093;4.937015;4.945989;4.849056;5.027915;4.682309
LOC100507308 ;5.219159;4.768085;4.972508;4.49408;5.294904;4.605424;5.1101;4.285532;4.966042;4.60386;5.357399;4.65621
KPNA3 ;9.568511;9.64988;9.599177;9.726594;9.601912;9.443244;9.251971;9.462262;9.255312;9.438303;9.567968;9.419592
PLAC9 ;6.620926;6.945441;6.598163;6.645846;6.717806;6.598979;6.353411;6.514471;6.371668;6.606498;6.633214;6.131383
RARS ;10.46584;10.40701;10.5423;10.61204;10.39563;10.25169;10.17165;10.52275;10.11512;10.19941;10.51434;10.16314
RNA5SP395 ;5.010938;4.926858;4.651264;4.690958;4.523563;4.358584;3.689585;4.020114;5.083637;4.618735;4.224871;4.233017
SEPW1 ;10.11163;9.981466;10.0062;10.01062;10.04933;9.859655;9.881124;9.222361;9.767138;9.87962;9.961658;9.870968
METTL23 ;8.116995;7.894462;8.073221;7.988726;7.850471;7.822372;7.717341;7.786381;7.657278;7.77678;8.034992;7.751944
SHFM1 ;5.403782;5.19626;5.249374;5.482939;5.159498;5.019382;5.005275;5.179963;5.002845;5.048786;5.369923;5.122399
GLRX2 ;7.041162;6.82666;6.861423;7.085629;6.741674;6.775635;6.819109;6.79883;6.624287;6.454231;6.969151;6.489856
VPS53 ;8.991995;8.943077;8.919283;8.860588;8.948455;8.719392;8.778072;8.613508;8.717345;8.756828;8.991223;8.678862
LOC100996455 ;4.614686;4.760088;4.940664;4.71735;4.682294;4.178489;4.63599;4.917863;4.393044;3.788015;4.562863;4.535496
DYNC1LI1 ;8.66638;8.485231;8.625976;8.730007;8.480967;8.402387;8.236871;8.471394;8.289572;8.333389;8.511402;8.299878
PFDN2 ;9.989155;9.90767;9.897985;10.06989;9.831312;9.732213;9.789016;9.69357;9.627208;9.797834;9.954494;9.55739
CCL27 ;4.683364;5.138188;5.144963;4.97475;4.909562;5.179986;5.193883;5.005657;5.31833;5.115129;4.93729;5.260721
SART3 ;7.120237;6.945627;6.988212;6.890979;6.905424;7.228169;7.262341;7.322434;7.037024;7.216201;7.104597;7.111052
AMHR2 ;4.411657;4.142111;4.335485;4.454728;4.429604;4.428201;4.673931;4.243429;4.553957;4.754596;4.306898;4.743834
SDS ;4.559883;4.621395;4.640163;4.1298;4.496461;4.589943;4.604922;4.787043;4.888462;4.399592;4.125879;4.687754
ATRAID ;7.430157;7.425148;7.390436;7.497653;7.403305;7.719885;7.482766;7.646182;7.587924;7.638946;7.316275;7.564726
SLC4A9 ;4.154323;4.428853;3.993673;3.920213;4.277873;4.340953;4.275537;4.385132;4.414742;4.245661;4.200604;4.633046
PMS2CL ;7.079166;7.147881;7.169677;6.919121;6.809953;7.125029;7.319587;7.4663;7.198344;7.362332;7.050306;7.009592
TOR1B ;8.030292;8.243705;8.166765;8.131392;8.024247;8.35847;8.323305;8.28493;8.241582;8.393942;8.030365;8.217103
LOC729970 ;4.55656;4.434342;4.406978;4.558887;4.63005;4.453261;4.475391;5.129277;4.521919;4.906902;4.489172;4.993721
PTCH1 ;5.44065;5.317492;5.17836;5.414814;5.283;5.573933;5.447578;5.625373;5.294016;5.623752;5.131092;5.464108
RBM5 ;8.054636;8.106498;7.98315;8.090018;7.886645;8.27331;8.25106;8.212506;8.306658;8.264704;8.106574;8.110407
ZNF470 ;6.992964;6.983494;7.309841;7.204692;7.055392;7.330976;7.23226;7.361291;7.328251;7.292891;7.181649;7.409159
C3orf27 ;4.286632;4.654473;4.872255;4.660335;4.79099;4.515565;4.891223;4.68053;4.975851;4.987446;4.25748;4.886454
NFIC ;9.675852;9.798897;9.672144;9.730228;9.654293;9.771809;9.8044;10.30407;9.89917;9.922813;9.773561;9.890633
ZCCHC11 ;6.899709;6.682502;6.780593;6.98275;6.813984;7.14149;7.073382;7.200001;6.936696;7.091795;6.983219;6.944006
NUP160 ;7.599331;7.464897;7.544229;7.373567;7.532871;7.873336;7.75203;7.652702;7.580852;7.898866;7.635481;7.639398
ZNF692 ;6.602704;7.032065;6.394387;6.702203;6.37743;6.989183;6.835486;6.864469;6.997386;6.975873;6.643366;6.493859
DNAH2 ;3.947797;4.155099;4.375299;4.139923;4.417366;4.508498;4.21587;4.411355;4.499278;4.431522;4.063041;4.336267
ACP6 ;5.313386;5.196573;5.212745;5.436267;5.158687;5.585374;5.542483;5.429511;5.361837;5.432389;5.398466;5.602548
CACFD1 ;5.507591;6.085268;5.726452;5.676507;5.634592;6.086394;6.135121;5.942887;5.785379;5.99888;5.790337;5.809589
PCF11 ;6.460197;6.37802;6.04899;6.386937;6.262207;6.522342;6.48526;6.642727;6.279697;6.660028;6.155242;6.407686
CCBL1 ;5.242467;5.163651;5.006701;5.221735;5.233803;5.360498;5.264405;5.298436;5.344773;5.371526;5.036508;5.478799
LOC100131564 ;5.219968;5.236319;5.062594;5.379644;4.625477;5.596146;5.338398;5.315525;5.241003;5.295915;5.269768;5.403947
MAN1B1-AS1 ;5.405595;5.075343;5.01356;5.285918;4.970467;5.280621;5.491437;5.275136;5.255262;5.429891;5.070192;5.377364
MIR4731 ;3.753782;4.318006;4.433927;4.236208;4.362939;4.37394;4.251514;5.047436;4.353248;4.014534;4.200886;4.836423
SNX30 ;8.027853;7.913883;7.837373;7.854674;7.952265;8.101884;8.13613;8.087398;8.130916;8.099882;7.856978;8.049283
OTTHUMG00000166415  // RP11-110I1.12 ;5.085872;4.492893;4.527185;4.513944;4.484581;5.209177;4.614805;4.830517;4.65271;4.838347;4.478599;4.860966
MED13L ;8.20399;8.147117;8.104966;8.112805;8.063592;8.358029;8.362256;8.495946;8.266706;8.326437;8.23191;8.249658
LOC284600 ;5.053545;4.955254;5.128567;5.033477;4.853577;5.23016;5.075365;5.07112;5.430725;5.163919;5.010521;5.325904
APOL2 ;5.334311;5.344938;5.077761;5.268108;5.302816;5.724011;5.331946;5.494246;5.493816;5.379718;5.276402;5.440022
MIR920 ;4.91471;4.278229;4.922511;4.751201;4.898137;5.184255;4.910324;5.026538;5.275459;4.890877;4.948423;4.841755
CDR2 ;8.325836;8.545772;8.502391;8.455643;8.459239;8.693951;8.626846;8.796532;8.563293;8.695381;8.391806;8.520308
C21orf119 ;6.064457;5.867912;6.147173;6.060801;6.045811;6.239071;6.076665;6.232183;6.197875;6.513373;5.990124;6.183461
MIR1250 ;5.564454;5.772717;5.36698;5.642479;5.268424;5.512023;5.678041;5.716331;5.860137;5.893995;5.592808;5.885267
GDPD5 ;5.385026;5.550267;5.341041;5.410645;5.548518;5.649473;5.6965;5.424628;5.672072;5.842422;5.521959;5.730659
CCDC92 ;6.631533;6.533032;6.426304;6.432142;6.542102;6.7215;6.772074;6.837564;6.784261;6.706973;6.561743;6.527985
IGHV1OR21-1 ;6.058115;6.315079;6.180567;6.219791;6.101822;6.13305;6.469387;6.628142;6.505907;6.293365;5.80665;6.044018
LINC00472 ;4.50127;4.52952;4.714907;4.537755;4.472119;5.044573;4.745649;4.924478;4.842344;4.56746;4.622184;4.564665
ZNF449 ;6.407489;6.261112;5.944261;6.077427;6.232897;6.669948;6.324632;6.855391;6.305937;6.220176;6.274206;6.237864
EMILIN2 ;5.516046;5.575416;5.42824;5.371157;5.73966;5.82024;5.793619;5.697823;5.499372;5.688272;5.409932;5.822046
ACTR3C ;4.228117;3.679594;4.193141;4.432717;4.413858;4.189334;4.358474;4.56704;4.196379;4.61705;4.017572;4.484479
ZNF182 ;5.40052;5.824501;5.81112;5.370851;5.747222;6.122427;5.845918;5.924551;5.785347;5.817654;5.821453;5.833186
SULF2 ;8.235865;8.210604;8.280168;8.279888;8.237603;8.42889;8.499071;8.526408;8.3362;8.378854;8.095984;8.363767
C5orf30 ;7.302125;7.350237;7.276704;7.203903;7.236171;7.399547;7.430804;7.597946;7.359058;7.424791;7.081666;7.455498
USP21 ;6.540601;6.696195;6.560102;6.642246;6.509185;6.883676;6.954832;6.495493;6.770803;6.906336;6.67735;6.89992
MAPK8 ;5.670496;5.353235;5.746983;5.463785;5.338324;5.786245;5.791917;5.742346;5.485893;5.697796;5.227097;5.63361
PHF8 ;5.507064;5.585253;5.544316;5.498271;5.466745;5.640575;5.658233;5.82716;5.80588;5.718277;5.583786;5.715842
PRKAB1 ;6.212349;6.218112;6.016155;6.059248;6.157751;6.275604;6.264272;6.182008;6.310778;6.505341;5.970902;6.344057
LRIF1 ;8.020282;7.876329;7.840368;8.005106;7.85074;8.031386;7.989079;8.362988;7.880155;8.085857;7.644075;8.210091
HAND2 ;6.01073;6.170008;6.034132;5.95582;6.181769;6.137171;6.121206;6.444406;6.445896;6.151115;5.887917;6.233704
RCOR2 ;5.611567;5.312391;5.387425;5.272482;5.402039;5.680501;5.675021;5.574904;5.46231;5.481218;5.315108;5.685084
PMS2P5 ;9.174455;9.21113;9.113786;9.108551;9.002097;9.382802;9.365974;9.318358;9.356668;9.267447;9.23;9.334404
PMS2L2 ;9.174455;9.21113;9.113786;9.108551;9.002097;9.382802;9.365974;9.318358;9.356668;9.267447;9.23;9.334404
ATXN1 ;7.033748;7.132115;7.080842;6.937247;6.957665;7.241331;7.226499;7.601913;7.053589;7.226224;7.030275;7.128192
PCDHB9  // PCDHB10 ;5.122967;5.294447;4.711775;5.122314;5.253457;5.603734;5.256974;5.452441;5.449687;5.301581;5.122195;4.975814
CHEK1 ;6.694037;6.945034;6.82651;6.802253;6.740276;7.192617;6.989611;7.277751;6.945523;7.018505;6.882607;6.773197
LOC100506023 ;4.802605;5.465403;5.293129;5.172759;5.422918;5.335654;5.625334;5.202061;5.343843;5.508325;4.76825;5.365301
KIAA1984-AS1 ;5.265108;5.197201;5.009265;5.125073;5.239132;5.276259;5.757006;5.581199;5.532685;5.172988;5.302091;5.190391
ZNF888 ;6.16978;6.243672;6.014897;5.663039;6.030002;6.487147;6.082075;6.519748;6.214303;6.185877;5.916172;5.963939
TMLHE-AS1 ;3.850039;4.366113;4.665172;4.364705;4.117388;4.266601;4.399636;4.465537;4.763031;4.177275;4.051432;4.862768
NODAL ;4.441853;4.403717;4.768867;4.757361;4.822243;4.516872;4.931561;4.947834;4.640196;4.880016;4.289055;4.978368
LOC285540 ;4.715245;4.591607;3.809148;4.699787;4.265501;4.742145;4.628155;4.729208;4.898275;4.62835;4.657552;4.609353
NCOA2 ;7.004214;6.99024;6.920302;7.100247;6.971944;7.33112;7.295211;7.366599;7.173232;7.16046;7.053846;6.97433
SLC25A36 ;7.803813;7.980638;7.955893;7.925894;7.818209;8.077295;8.155227;8.401778;8.133927;8.101587;8.022346;7.921116
ARHGEF11 ;6.860804;7.115357;7.0281;6.966269;6.649484;7.251059;7.086796;7.09239;7.123687;7.114299;6.955645;7.184645
ZNF227 ;6.575964;6.542472;6.432854;6.421858;6.132781;6.668533;6.841855;6.90521;6.423435;6.670368;6.415026;6.387308
ETNK2 ;5.88533;5.972156;5.964722;5.774764;5.845761;6.027776;5.992435;6.009514;6.241923;6.153469;5.799399;6.045398
ATP5L ;4.526984;4.685774;4.593124;4.684764;4.857563;4.915108;5.02532;5.021659;5.19452;4.497021;4.810799;4.886207
SLC25A37 ;6.513889;6.770171;6.433294;6.696708;6.317616;6.818682;6.778538;6.927058;6.700798;6.733885;6.707088;6.782774
PIP5KL1 ;5.44803;5.34304;5.41785;5.453807;5.502717;5.780895;5.651923;5.696015;5.836954;5.231333;5.422169;5.724053
ASTE1 ;6.38669;6.27698;6.162278;6.140618;6.229379;6.394475;6.570642;6.5723;6.313024;6.538157;6.177602;6.256732
CYP2E1 ;4.313354;4.409983;4.571491;4.21449;4.664681;4.487751;4.671089;4.405935;4.6474;4.603292;4.155885;4.890739
RBM23 ;8.089736;8.154047;7.887335;8.03723;8.033559;8.313041;8.337212;8.178389;8.027757;8.427807;7.922088;8.127108
EIF4G3 ;8.994452;8.952943;8.96689;8.989419;8.833673;9.14901;9.150653;9.090554;9.103498;9.210446;8.998181;9.209284
FAM195B ;8.125976;7.963804;7.794347;7.807637;7.873966;7.533023;7.695831;7.511185;7.688557;7.860602;8.155312;7.858401
PSMD13 ;9.618925;9.616747;9.671028;9.699118;9.56483;9.483114;9.452562;9.026558;9.496979;9.371201;9.670889;9.478142
MRGBP ;7.369061;7.040561;7.047973;6.922391;7.223557;7.027927;6.920761;6.789503;6.891576;6.877758;7.141035;6.695683
TLN2 ;6.201886;6.312489;6.138621;6.173239;6.165644;6.082566;5.875618;6.13084;5.876123;6.070566;6.227731;5.642928
TRHDE ;5.485476;5.204855;5.209563;5.373002;5.288769;5.472939;5.15106;5.069093;4.668947;5.006018;5.409157;4.941083
LACTB ;7.489388;7.533224;7.627944;7.535481;7.419542;7.228469;7.404925;7.379519;7.11571;7.322715;7.389948;7.03154
MRPS36 ;5.418281;5.264885;5.516607;5.392948;5.416821;5.010956;5.249888;5.161999;5.141623;4.971014;5.399481;5.367675
SNORD12B ;8.02894;8.089196;7.990913;8.085588;8.081028;7.986678;8.099345;6.573928;8.053011;7.930866;8.259149;7.837748
MEMO1 ;7.192873;7.027881;7.131662;7.039821;6.931044;6.835003;6.852529;6.891315;6.901116;6.878249;7.181118;6.693762
SMYD2 ;8.8356;8.839266;8.899695;8.984776;8.860918;8.707464;8.644507;8.69708;8.679437;8.668071;8.916051;8.548709
BICD2 ;7.665776;7.653511;7.674883;7.449556;7.588443;7.368612;7.475989;7.431834;7.112693;7.415493;7.522775;7.252628
DYNLT1 ;8.314294;8.234245;8.29985;8.448948;8.07472;8.103119;8.107413;7.905061;8.039613;7.94821;8.232988;8.024906
RPLP0 ;6.43047;6.756537;6.383118;6.456182;6.485078;6.255129;6.270122;5.98232;6.346862;6.181413;6.34015;6.277966
HMBS ;6.152804;6.30494;6.34576;6.350067;6.165138;6.158991;5.962887;6.18332;5.905519;5.902299;6.055384;5.692206
RUSC1-AS1 ;5.88893;5.462915;5.519732;5.560383;5.396099;5.258383;5.369297;5.351115;5.273548;5.287069;5.44602;5.209498
SDCBP2 ;6.163743;5.807744;6.085888;5.949168;5.77072;5.601905;5.591786;5.684375;5.855136;5.766735;5.979062;5.736574
RNF25 ;8.284016;8.090858;8.140228;8.014366;8.008697;7.941917;7.848621;7.880565;7.821798;7.967628;8.309803;7.921242
ATP4A ;4.703308;5.194892;5.127688;5.029741;5.1007;4.704295;4.562565;4.990002;4.674608;4.744276;4.819674;4.708596
NDUFA13 ;7.001202;7.107865;6.898839;6.839264;7.024944;6.826152;6.912971;6.196857;6.693173;6.853356;7.113775;6.847
LYRM4 ;4.79346;4.792409;5.062709;5.121419;5.141744;4.774255;4.666568;4.958786;4.677695;4.65303;5.190087;4.812906
MTX1 ;6.563299;6.454978;6.424297;6.454121;6.475743;6.338624;6.135188;5.711621;6.282573;6.180922;6.166046;6.265089
TRIP4 ;7.174124;7.068972;7.314912;7.20647;7.103807;7.03534;6.964791;6.955357;6.861927;7.010464;7.195655;6.790362
DPYD ;9.029103;9.041866;8.865534;9.019441;8.996912;8.849893;8.803614;8.783274;8.651431;8.822418;8.924883;8.484268
ST3GAL6-AS1 ;4.404116;4.780258;4.401175;4.646937;4.554396;3.911383;4.394428;4.185065;4.494239;4.178587;4.283803;4.273358
ADAM23 ;7.705876;7.415284;7.759059;7.794954;7.576008;7.455336;7.57531;7.402358;7.303016;7.504669;7.753924;7.234239
RPS2 ;12.91846;12.78244;12.92427;12.95338;12.89332;12.65719;12.65523;12.56737;12.6997;12.64306;12.90911;12.76408
CCL3 ;5.361084;5.116735;5.4194;4.904774;5.360969;4.973848;4.425825;4.428479;5.113406;5.079165;4.575528;4.848766
RPL7L1 ;7.82546;7.910772;7.92673;7.908074;7.775136;7.698431;7.67884;7.683518;7.779212;7.38436;7.796299;7.406377
SECISBP2 ;7.874755;7.860784;7.702518;7.882557;7.787818;7.651965;7.681452;7.766708;7.429579;7.703237;8.022051;7.366759
NGFRAP1 ;6.529581;6.227323;6.39269;6.501523;6.254006;6.196415;6.265036;5.87675;6.140279;6.156012;6.424536;6.178581
SNORD59A ;9.509188;9.421439;9.295934;9.399082;9.370564;9.171628;9.403265;8.276077;9.300125;9.418529;9.458786;9.042574
WDR1 ;9.200335;9.253538;9.252641;9.143871;9.217438;9.087634;8.992805;8.765417;9.023565;9.077578;9.288669;8.964252
FAM174A ;7.614852;7.610706;7.652871;7.517884;7.34701;7.284634;7.308985;7.531314;7.203725;7.274796;7.546869;7.194621
TSPY3 ;6.006817;5.872279;5.788364;6.029488;5.713326;5.668703;5.422693;5.450407;5.657333;5.407073;5.532249;5.747223
ELP2 ;7.792413;7.748397;7.804944;7.766295;7.80837;7.62457;7.409093;7.70544;7.400321;7.62025;7.786026;7.502387
EIF3G ;10.38608;10.27896;10.30005;10.38991;10.32088;10.23368;10.14998;9.832574;10.15019;10.07889;10.3223;10.08755
GPATCH4 ;6.537734;6.408721;6.502423;6.551962;6.314421;6.301434;5.936339;6.297837;6.382606;6.264195;6.451211;6.056231
APBA1 ;4.80654;4.943452;4.742207;5.236504;4.806528;4.713078;4.637636;4.730087;4.641593;4.593583;5.001271;4.699491
RNU11 ;8.798306;8.644042;8.678193;8.797585;8.589062;8.464748;8.645742;8.384233;8.289591;8.629518;8.833293;8.428097
MIR4784  // MZT2A ;4.806673;5.527048;5.360193;5.250527;5.175922;4.767483;4.852375;5.249594;4.893456;4.64797;5.056353;5.064391
NUP93 ;7.619609;7.731143;7.752186;7.651723;7.561335;7.531252;7.350228;7.495866;7.321778;7.332836;7.553209;7.403594
C12orf61 ;5.449189;5.805968;5.430092;5.872451;5.615367;5.410837;4.996853;5.184592;5.620888;5.389728;5.445045;5.36505
YBX1 ;11.42762;11.37349;11.36816;11.47963;11.41133;11.26816;11.20619;11.1775;11.15763;11.16294;11.44868;11.18541
THG1L ;7.791124;7.930173;7.682548;7.919559;7.568631;7.525974;7.495903;7.623557;7.649498;7.562128;7.842354;7.382876
GNPTAB ;7.746531;8.050081;8.026236;7.96122;7.821799;7.744627;7.752;7.783319;7.645354;7.707178;8.064448;7.564402
MRPL11 ;7.248839;7.080222;7.274098;7.083588;7.022375;6.959884;6.868597;6.841774;6.790037;7.012821;7.08751;6.881564
BICD1 ;6.689734;6.751925;6.758101;6.610868;6.595992;6.479333;6.5194;6.509136;6.500527;6.476171;6.751042;6.228442
FAM50A ;6.053693;6.138914;6.202621;6.114143;6.270051;5.961032;5.889018;6.104773;5.749754;5.846999;6.247931;6.008879
RPS4Y1 ;5.325024;5.209422;5.206521;5.358719;5.138801;4.981518;4.866549;5.003934;5.124307;4.928421;5.276071;5.158655
PRPF4 ;7.700761;7.751554;7.827608;7.741449;7.620876;7.658411;7.489532;7.632712;7.396152;7.590609;7.815524;7.156307
OTTHUMG00000170985  // RP11-203M5.8 ;5.018702;4.914912;5.162811;5.089319;4.925107;4.871169;4.799865;4.698965;4.789539;4.708409;5.02417;4.843895
PAK1IP1 ;8.644949;8.46369;8.585992;8.64903;8.349251;8.418478;8.183659;8.606485;8.059475;8.32414;8.465034;7.949335
COX7A2L ;6.130234;5.989263;5.933308;6.242571;5.951526;5.745977;5.868114;6.103638;5.571348;5.797749;6.146801;5.762454
POLM ;6.523583;6.563107;6.425559;6.277265;6.460907;6.198873;6.219652;6.167331;6.142101;6.267814;6.391073;6.235379
CCDC176 ;5.599766;5.682364;5.417485;5.593014;5.27803;5.383123;5.115743;5.380968;5.121393;5.440042;5.349381;4.857677
FFAR3 ;6.815106;7.014477;7.003696;6.853421;6.813634;6.417901;6.785774;6.575504;6.580434;6.591075;6.957115;6.966054
RASSF3 ;6.619841;6.621235;6.623984;6.598127;6.774776;6.572659;6.445256;6.553288;6.258839;6.458732;6.780409;6.256516
KIF23 ;7.726978;7.571473;7.661893;7.566139;7.367455;7.38007;7.425421;7.796512;7.199376;7.18872;7.70267;6.933122
LINC00511 ;5.045434;4.879646;4.634359;4.899667;5.067807;4.313541;4.566879;4.803359;4.519541;4.63769;4.785634;4.874586
RNA5SP409 ;5.937391;6.172051;5.540287;5.699595;6.370662;5.789352;5.501318;5.412947;5.763238;5.258871;5.492614;5.694711
TMEM99 ;5.689499;5.406968;5.154031;5.602419;5.442482;5.366037;5.161421;5.109097;5.379112;5.254939;5.414551;4.820975
MYL6 ;7.408452;7.26223;7.235526;7.293783;7.23326;7.076284;7.149414;6.745204;7.043238;7.176613;7.285736;7.051239
